Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS SE,M6,1968,Diesel,,,,,5.8,4.2,4.8,48.7,67.3,58.9,125,"£1,139",,"£1,139",6,71.0,190,,47,68,0.04,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS SE Navigation,M6,1968,Diesel,,,,,5.8,4.2,4.8,48.7,67.3,58.9,125,"£1,139",,"£1,139",6,71.0,190,,47,68,0.04,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS SEL,M6,1968,Diesel,,,,,5.8,4.2,4.8,48.7,67.3,58.9,125,"£1,139",,"£1,139",6,71.0,190,,47,68,0.04,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 110PS 7speed DSG Stop-Start S,D7,1598,Diesel,,,,,4.6,4.1,4.3,61.4,68.9,65.7,111,"£1,021",,"£1,021",6,68.0,147,,45,64,0.48,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 110PS 7speed DSG Stop-Start SE,D7,1598,Diesel,,,,,4.6,4.1,4.3,61.4,68.9,65.7,111,"£1,021",,"£1,021",6,68.0,147,,45,64,0.48,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 110PS 7speed DSG Stop-Start SE Family,D7,1598,Diesel,,,,,4.6,4.1,4.3,61.4,68.9,65.7,111,"£1,021",,"£1,021",6,68.0,147,,45,64,0.48,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 110PS Stop-Start S,M6,1598,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,71.0,215,,56,60,0.23,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 110PS Stop-Start SE,M6,1598,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,71.0,215,,56,60,0.23,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 110PS Stop-Start SE Family,M6,1598,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,71.0,215,,56,60,0.23,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 115PS 7speed DSG Stop-Start S,D7,1598,Diesel,,,,,4.7,4.1,4.3,60.1,68.9,65.7,112,"£1,021",,"£1,021",6,71.0,123,,46,60,0.00,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 115PS 7speed DSG Stop-Start SE,D7,1598,Diesel,,,,,4.7,4.1,4.3,60.1,68.9,65.7,112,"£1,021",,"£1,021",6,71.0,123,,46,60,0.00,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 115PS 7speed DSG Stop-Start SE Family,D7,1598,Diesel,,,,,4.7,4.1,4.3,60.1,68.9,65.7,112,"£1,021",,"£1,021",6,71.0,123,,46,60,0.00,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 115PS Stop-Start S,M6,1598,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,119,"£1,093",,"£1,093",6,72.0,253,,49,79,0.23,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 115PS Stop-Start SE,M6,1598,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,119,"£1,093",,"£1,093",6,72.0,253,,49,79,0.23,,,,,,,
VOLKSWAGEN,Touran,1.6 TDI SCR 115PS Stop-Start SE Family,M6,1598,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,119,"£1,093",,"£1,093",6,72.0,253,,49,79,0.23,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 150PS DSG Stop-Start R-Line,D6,1968,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,120,"£1,093",,"£1,093",6,71.0,165,,39,58,0.00,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 150PS DSG Stop-Start SE,D6,1968,Diesel,,,,,5.4,4.3,4.7,52.3,65.7,60.1,121,"£1,116",,"£1,116",6,71.0,165,,39,58,0.00,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 150PS DSG Stop-Start SE Family,D6,1968,Diesel,,,,,5.4,4.3,4.7,52.3,65.7,60.1,121,"£1,116",,"£1,116",6,71.0,165,,39,58,0.00,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 150PS DSG Stop-Start SEL,D6,1968,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,120,"£1,093",,"£1,093",6,71.0,165,,39,58,0.00,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 150PS Stop-Start R-Line,M6,1968,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,120,"£1,093",,"£1,093",6,73.0,281,,43,72,0.00,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 150PS Stop-Start SE,M6,1968,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,119,"£1,093",,"£1,093",6,73.0,281,,43,72,0.00,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 150PS Stop-Start SE Family,M6,1968,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,119,"£1,093",,"£1,093",6,73.0,281,,43,72,0.00,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 150PS Stop-Start SEL,M6,1968,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,120,"£1,093",,"£1,093",6,73.0,281,,43,72,0.00,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 190PS DSG Stop-Start R-Line,D6,1968,Diesel,,,,,5.5,4.4,4.8,51.4,64.2,58.9,125,"£1,139",,"£1,139",6,68.0,94,,42,57,0.00,,,,,,,
VOLKSWAGEN,Touran,2.0 TDI 190PS DSG Stop-Start SEL,D6,1968,Diesel,,,,,5.5,4.4,4.8,51.4,64.2,58.9,125,"£1,139",,"£1,139",6,68.0,94,,42,57,0.00,,,,,,,
VOLKSWAGEN C.V.,Caddy Life,2.0 TDI 102PS BMT,M5,1968,Diesel,,,,,5.6,4.1,4.6,50.4,68.9,61.4,122,"£1,093",,"£1,093",6,75.0,282,,73,124,0.02,,,,,,,
VOLKSWAGEN C.V.,Caddy Life BlueMotion,2.0 TDI 102PS BMT,M5,1968,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,114,"£1,021",,"£1,021",6,75.0,282,,73,124,0.02,,,,,,,
VOLKSWAGEN C.V.,Caddy Maxi Life,2.0 TDI 102PS BMT,M5,1968,Diesel,,,,,5.7,4.2,4.7,49.6,67.3,60.1,124,"£1,116",,"£1,116",6,74.0,169,,43,76,0.00,,,,,,,
VOLKSWAGEN C.V.,Caddy Maxi Window Van,2.0 TDI 102PS BMT,M5,1968,Diesel,,,,,5.7,4.1,4.7,48.7,67.3,58.8,124,"£1,141",,"£1,141",6,74.0,169,,43,76,0.00,,,,,,,
VOLVO,S60 MY17,D4,8AT,1969,Diesel,,,,,5.3,3.7,4.3,53.3,76.3,65.7,113,"£1,021",,"£1,021",6,70.0,213,,18,49,0.47,,,,,,,
VOLVO,S60 MY17.5,D2,6AT,1969,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,113,"£1,021",,"£1,021",6,70.0,208,,35,58,0.69,,,,,,,
VOLVO,S60 MY17.5,D3,6AT,1969,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,113,"£1,021",,"£1,021",6,71.0,208,,35,58,0.69,,,,,,,
VOLVO,S60 MY18,D2,6AT,1969,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,113,"£1,021",,"£1,021",6,70.0,208,,35,58,0.69,,,,,,,
VOLVO,S60 MY18,D3,6AT,1969,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,113,"£1,021",,"£1,021",6,71.0,208,,35,58,0.69,,,,,,,
VOLVO,S60 MY18,D4,8AT,1969,Diesel,,,,,5.3,3.7,4.3,53.3,76.3,65.7,113,"£1,021",,"£1,021",6,70.0,213,,18,49,0.47,,,,,,,
VOLVO,S90 MY17,D4,8AT,1969,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,70.0,24,,39,67,0.27,,,,,,,
VOLVO,S90 MY17,D5 AWD,8AT,1969,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,127,"£1,139",,"£1,139",6,70.0,19,,41,67,0.54,,,,,,,
VOLVO,S90 MY18,D4,8AT,1969,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,70.0,25,,40,68,0.27,,,,,,,
VOLVO,S90 MY18,D5 Powerpulse AWD,8AT,1969,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,127,"£1,139",,"£1,139",6,70.0,19,,41,68,0.54,,,,,,,
VOLVO,V40 MY17,D4 Cross Country,8AT,1969,Diesel,,,,,5.0,3.9,4.3,56.5,72.4,70.6,112,£950,,£950,6,70.0,123,,69,97,0.56,,,,,,,
VOLVO,V40 MY18,D4 CROSS COUNTRY,8AT,1969,Diesel,,,,,5.0,3.9,4.3,56.5,72.4,70.6,112,£950,,£950,6,70.0,124,,69,98,0.56,,,,,,,
VOLVO,V60 MY17,D2,6AT,1969,Diesel,,,,,4.7,4.0,4.2,60.1,70.6,67.3,111,£997,,£997,6,70.0,208,,35,58,0.69,,,,,,,
VOLVO,V60 MY17,D3,6AT,1969,Diesel,,,,,4.7,4.0,4.2,60.1,70.6,67.3,111,£997,,£997,6,71.0,208,,35,58,0.69,,,,,,,
VOLVO,V60 MY17,D3 Cross Country,6MT,1969,Diesel,,,,,4.6,4.0,4.2,61.4,70.6,67.3,111,£997,,£997,6,71.0,265,,43,69,0.61,,,,,,,
VOLVO,V60 MY17,D3 Cross Country,8AT,1696,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,120,"£1,093",,"£1,093",6,68.0,268,,24,55,0.88,,,,,,,
VOLVO,V60 MY17,D4,8AT,1969,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,70.0,203,,19,47,0.62,,,,,,,
VOLVO,V60 MY17,D4 Cross Country,6MT,1969,Diesel,,,,,4.6,4.0,4.2,61.4,70.6,67.3,111,£997,,£997,6,71.0,265,,43,69,0.61,,,,,,,
VOLVO,V60 MY17,D4 Cross Country,8AT,1969,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,120,"£1,093",,"£1,093",6,68.0,268,,24,55,0.88,,,,,,,
VOLVO,V60 MY17.5,D2,6AT,1969,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,114,"£1,021",,"£1,021",6,70.0,179,,39,61,0.38,,,,,,,
VOLVO,V60 MY17.5,D3,6AT,1969,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,114,"£1,021",,"£1,021",6,71.0,179,,39,61,0.38,,,,,,,
VOLVO,V60 MY18,D2,6AT,1969,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,114,"£1,021",,"£1,021",6,70.0,179,,39,61,0.38,,,,,,,
VOLVO,V60 MY18,D3,6AT,1969,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,114,"£1,021",,"£1,021",6,71.0,179,,39,61,0.38,,,,,,,
VOLVO,V60 MY18,D3 Cross Country,6MT,1969,Diesel,,,,,4.6,4.0,4.2,61.4,70.6,67.3,111,£997,,£997,6,74.0,265,,43,69,0.61,,,,,,,
VOLVO,V60 MY18,D3 Cross Country,8AT,1969,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,120,"£1,093",,"£1,093",6,71.0,268,,24,55,0.88,,,,,,,
VOLVO,V60 MY18,D4,8AT,1969,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,70.0,203,,19,47,0.62,,,,,,,
VOLVO,V60 MY18,D4 Cross Country,6MT,1969,Diesel,,,,,4.6,4.0,4.2,61.4,70.6,67.3,111,£997,,£997,6,71.0,265,,43,69,0.61,,,,,,,
VOLVO,V60 MY18,D4 Cross Country,8AT,1969,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,120,"£1,093",,"£1,093",6,68.0,268,,24,55,0.88,,,,,,,
VOLVO,V90 MY17,D4,8AT,1969,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,119,"£1,068",,"£1,068",6,70.0,24,,39,67,0.27,,,,,,,
VOLVO,V90 MY17,D5 AWD,8AT,1969,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.6,129,"£1,165",,"£1,165",6,70.0,19,,41,67,0.54,,,,,,,
VOLVO,V90 MY18,D4,8AT,1969,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,70.0,25,,40,68,0.27,,,,,,,
VOLVO,V90 MY18,D5 Powerpulse AWD,8AT,1969,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,127,"£1,139",,"£1,139",6,70.0,19,,41,68,0.54,,,,,,,
VOLVO,XC60 MY17,D4,6MT,1969,Diesel,,,,,4.9,4.2,4.5,57.6,67.3,62.8,117,"£1,068",,"£1,068",6,73.0,262,,50,72,0.67,,,,,,,
VOLVO,XC60 MY17,D4,8AT,1969,Diesel,,,,,5.5,4.3,4.7,51.4,65.7,60.1,124,"£1,116",,"£1,116",6,71.0,204,,30,59,0.93,,,,,,,
AUDI,A3 Cabriolet,2.0 TDI quattro 150PS 19'' wheels,QM6,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,132,"£1,211",,"£1,211",6,71.0,144,,73,109,0.00,,,,,,,
AUDI,A3 Cabriolet,2.0 TDI quattro 184PS S-tronic 17'' wheels,QD6,1968,Diesel,,,,,5.8,4.6,5.0,48.7,61.4,56.5,132,"£1,188",,"£1,188",6,69.0,102,,59,87,0.00,,,,,,,
AUDI,A3 Cabriolet,2.0 TDI quattro 184PS S-tronic 18'' wheels,QD6,1968,Diesel,,,,,5.9,4.7,5.1,47.9,60.1,55.4,134,"£1,211",,"£1,211",6,69.0,102,,59,87,0.00,,,,,,,
AUDI,A3 Cabriolet,2.0 TDI quattro 184PS S-tronic 19'' wheels,QD6,1968,Diesel,,,,,6.0,4.8,5.2,47.1,58.9,54.3,137,"£1,236",,"£1,236",6,69.0,102,,59,87,0.00,,,,,,,
AUDI,A3 Saloon,2.0 TDI quattro 184PS S-tronic 19'' wheels,QD6,1968,Diesel,,,,,5.7,4.6,5.0,49.6,61.4,56.5,131,"£1,188",,"£1,188",6,69.0,102,,59,87,0.00,,,,,,,
AUDI,A4 Allroad,2.0 TDI quattro 190PS 7speed S-tronic with 18'' wheels,QD7,1968,Diesel,,,,,5.6,4.7,5.0,50.4,60.1,56.5,132,"£1,188",,"£1,188",6,71.0,117,,52,67,0.00,,,,,,,
AUDI,A4 Allroad,2.0 TDI quattro 190PS 7speed S-tronic with 19'' wheels,QD7,1968,Diesel,,,,,5.7,4.8,5.1,49.6,58.9,55.4,134,"£1,211",,"£1,211",6,71.0,117,,52,67,0.00,,,,,,,
AUDI,A4 Allroad,3.0 V6 TDI quattro 218PS 7speed S-tronic with 17'' wheels,QD7,2967,Diesel,,,,,5.4,5.0,5.1,52.3,56.5,55.4,137,"£1,211",,"£1,211",6,71.0,185,,43,69,0.32,,,,,,,
AUDI,A4 Allroad,3.0 V6 TDI quattro 218PS 7speed S-tronic with 18'' wheels,QD7,2967,Diesel,,,,,5.5,5.1,5.2,51.4,55.4,54.3,141,"£1,236",,"£1,236",6,71.0,185,,43,69,0.32,,,,,,,
AUDI,A4 Allroad,3.0 V6 TDI quattro 218PS 7speed S-tronic with 19'' wheels,QD7,2967,Diesel,,,,,5.6,5.2,5.3,50.4,54.3,53.3,143,"£1,259",,"£1,259",6,71.0,185,,43,69,0.32,,,,,,,
AUDI,A4 Allroad,3.0 V6 TDI quattro 272PS 8speed Tiptronic with 17'' wheels,QA8,2967,Diesel,,,,,5.7,5.0,5.3,49.6,56.5,53.3,139,"£1,259",,"£1,259",6,70.0,69,,25,40,0.31,,,,,,,
AUDI,A4 Allroad,3.0 V6 TDI quattro 272PS 8speed Tiptronic with 18'' wheels,QA8,2967,Diesel,,,,,5.8,5.2,5.4,48.7,54.3,52.3,143,"£1,283",,"£1,283",6,70.0,69,,25,40,0.31,,,,,,,
AUDI,A4 Allroad,3.0 V6 TDI quattro 272PS 8speed Tiptronic with 19'' wheels,QA8,2967,Diesel,,,,,5.8,5.3,5.5,48.7,53.3,51.4,146,"£1,305",,"£1,305",6,70.0,69,,25,40,0.31,,,,,,,
AUDI,A4 Avant,3.0 V6 TDI quattro 272PS 8speed Tiptronic 18'' wheels,QD8,2967,Diesel,,,,,5.7,5.0,5.3,49.6,56.5,53.3,139,"£1,259",,"£1,259",6,70.0,69,,25,40,0.31,,,,,,,
AUDI,A4 Avant,3.0 V6 TDI quattro 272PS 8speed Tiptronic 19'' wheels,QD8,2967,Diesel,,,,,5.8,5.1,5.4,48.7,55.4,52.3,142,"£1,283",,"£1,283",6,70.0,69,,25,40,0.31,,,,,,,
AUDI,A4 Saloon,3.0 V6 TDI quattro 272PS 8speed Tiptronic 18'' wheels,QD8,2967,Diesel,,,,,5.5,4.8,5.1,51.4,58.9,55.4,134,"£1,211",,"£1,211",6,70.0,69,,25,40,0.31,,,,,,,
AUDI,A4 Saloon,3.0 V6 TDI quattro 272PS 8speed Tiptronic 19'' wheels,QD8,2967,Diesel,,,,,5.6,4.9,5.2,50.4,57.6,54.3,137,"£1,236",,"£1,236",6,70.0,69,,25,40,0.31,,,,,,,
AUDI,A5 Cabriolet,3.0 TDI quattro V6 218PS 7speed S-tronic 18'' wheels,QD7,2967,Diesel,,,,,5.5,4.8,5.1,51.4,58.9,55.4,134,"£1,211",,"£1,211",6,69.0,185,,43,69,0.32,,,,,,,
AUDI,A5 Cabriolet,3.0 TDI quattro V6 218PS 7speed S-tronic 19'' wheels,QD7,2967,Diesel,,,,,5.6,5.0,5.2,50.4,56.5,54.3,137,"£1,236",,"£1,236",6,69.0,185,,43,69,0.32,,,,,,,
AUDI,A6 Allroad,3.0 TDI quattro V6 218PS 7-speed S-tronic,QD7,2967,Diesel,,,,,6.2,5.4,5.7,45.6,52.3,49.6,149,"£1,353",,"£1,353",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A6 Allroad,3.0 TDI quattro V6 272PS 7-speed S-tronic,QD7,2967,Diesel,,,,,6.4,5.2,5.6,44.1,54.3,50.4,149,"£1,331",,"£1,331",6,70.0,266,,67,89,0.54,,,,,,,
AUDI,A6 Avant,2.0 TDI quattro 190PS 7speed S-tronic 17'' wheels,QD7,1968,Diesel,,,,,5.9,4.6,5.1,47.9,61.4,55.4,132,"£1,211",,"£1,211",6,69.0,94,,40,52,0.00,,,,,,,
AUDI,A6 Avant,2.0 TDI quattro 190PS 7speed S-tronic 18'' wheels,QD7,1968,Diesel,,,,,5.9,4.6,5.1,47.9,61.4,55.4,133,"£1,211",,"£1,211",6,69.0,94,,40,52,0.00,,,,,,,
AUDI,A6 Avant,2.0 TDI quattro 190PS 7speed S-tronic 19'' wheels,QD7,1968,Diesel,,,,,5.9,4.7,5.1,47.9,60.1,55.4,134,"£1,211",,"£1,211",6,69.0,94,,40,52,0.00,,,,,,,
AUDI,A6 Avant,2.0 TDI quattro 190PS 7speed S-tronic 20'' wheels,QD7,1968,Diesel,,,,,6.0,4.8,5.2,47.1,58.9,54.3,138,"£1,236",,"£1,236",6,69.0,94,,40,52,0.00,,,,,,,
AUDI,A6 Avant,3.0 TDI quattro V6 218PS 7speed S-tronic 17'' & 18'' wheel,QD7,2967,Diesel,,,,,5.8,4.9,5.3,48.7,57.6,53.3,138,"£1,259",,"£1,259",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A6 Avant,3.0 TDI quattro V6 218PS 7speed S-tronic 19'' wheels,QD7,2967,Diesel,,,,,5.8,5.0,5.3,48.7,56.5,53.3,140,"£1,259",,"£1,259",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A6 Avant,3.0 TDI quattro V6 218PS 7speed S-tronic 20'' wheels,QD7,2967,Diesel,,,,,6.0,5.1,5.4,47.1,55.4,52.3,143,"£1,283",,"£1,283",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A6 Avant,3.0 TDI quattro V6 272PS 7speed S-tronic 17'' & 18'' wheel,QD7,2967,Diesel,,,,,6.0,4.8,5.3,47.1,58.9,53.3,138,"£1,259",,"£1,259",6,70.0,266,,67,89,0.54,,,,,,,
AUDI,A6 Avant,3.0 TDI quattro V6 272PS 7speed S-tronic 19'' wheels,QD7,2967,Diesel,,,,,6.1,4.9,5.3,46.3,57.6,53.3,140,"£1,259",,"£1,259",6,70.0,266,,67,89,0.54,,,,,,,
AUDI,A6 Avant,3.0 TDI quattro V6 272PS 7speed S-tronic 20'' wheels,QD7,2967,Diesel,,,,,6.2,5.0,5.4,45.6,56.5,52.3,144,"£1,283",,"£1,283",6,70.0,266,,67,89,0.54,,,,,,,
AUDI,A6 Saloon,2.0 TDI quattro 190PS 7speed S-tronic 20'' wheels,QD7,1968,Diesel,,,,,5.8,4.6,5.0,48.7,61.4,56.5,133,"£1,188",,"£1,188",6,69.0,94,,40,52,0.00,,,,,,,
AUDI,A6 Saloon,3.0 TDI quattro V6 218PS 7speed S-tronic 17'' & 18'' wheel,QD7,2967,Diesel,,,,,5.7,4.7,5.0,49.6,60.1,56.5,132,"£1,188",,"£1,188",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A6 Saloon,3.0 TDI quattro V6 218PS 7speed S-tronic 19'' wheels,QD7,2967,Diesel,,,,,5.7,4.8,5.1,49.6,58.9,55.4,135,"£1,211",,"£1,211",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A6 Saloon,3.0 TDI quattro V6 218PS 7speed S-tronic 20'' wheels,QD7,2967,Diesel,,,,,5.8,4.9,5.3,48.7,57.6,53.3,138,"£1,259",,"£1,259",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A6 Saloon,3.0 TDI quattro V6 272PS 7speed S-tronic 17 & 18'' wheel,QD7,2967,Diesel,,,,,5.9,4.6,5.1,47.9,61.4,55.4,133,"£1,211",,"£1,211",6,70.0,266,,67,89,0.54,,,,,,,
AUDI,A6 Saloon,3.0 TDI quattro V6 272PS 7speed S-tronic 19'' wheels,QD7,2967,Diesel,,,,,5.9,4.7,5.1,47.9,60.1,55.4,135,"£1,211",,"£1,211",6,70.0,266,,67,89,0.54,,,,,,,
AUDI,A6 Saloon,3.0 TDI quattro V6 272PS 7speed S-tronic 20'' wheels,QD7,2967,Diesel,,,,,6.0,4.8,5.2,47.1,58.9,54.3,138,"£1,236",,"£1,236",6,70.0,266,,67,69,0.54,,,,,,,
AUDI,A7 Sportback,3.0 TDI quattro V6 218PS 7-speed S-tronic 19'' wheels,QD7,2967,Diesel,,,,,5.8,4.9,5.3,48.7,57.6,53.3,138,"£1,259",,"£1,259",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A7 Sportback,3.0 TDI quattro V6 218PS 7-speed S-tronic 20'' wheels,QD7,2967,Diesel,,,,,5.9,5.1,5.4,47.9,55.4,52.3,141,"£1,283",,"£1,283",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A7 Sportback,3.0 TDI quattro V6 218PS 7-speed S-tronic 21'' wheels,QD7,2967,Diesel,,,,,5.9,5.1,5.4,47.9,55.4,52.3,141,"£1,283",,"£1,283",6,70.0,130,,49,68,0.57,,,,,,,
AUDI,A7 Sportback,3.0 TDI quattro V6 272PS 7-speed S-tronic 19'' wheels,QD7,2967,Diesel,,,,,6.0,4.8,5.2,47.1,58.9,54.3,138,"£1,236",,"£1,236",6,70.0,266,,67,89,0.54,,,,,,,
AUDI,A7 Sportback,3.0 TDI quattro V6 272PS 7-speed S-tronic 20'' wheels,QD7,2967,Diesel,,,,,6.1,5.0,5.4,46.3,56.5,52.3,142,"£1,283",,"£1,283",6,70.0,266,,67,89,0.54,,,,,,,
AUDI,A7 Sportback,3.0 TDI quattro V6 272PS 7-speed S-tronic 21'' wheels,QD7,2967,Diesel,,,,,6.1,5.0,5.4,46.3,56.5,52.3,142,"£1,283",,"£1,283",6,70.0,266,,67,89,0.54,,,,,,,
AUDI,A8,3.0 TDI V6 262PS SWB Stop-Start 8speed Tiptronic 18'' wheels,A8,2967,Diesel,,,,,7.2,4.8,5.7,39.2,58.9,49.6,149,"£1,353",,"£1,353",6,70.0,173,,46,66,0.64,,,,,,,
AUDI,Q2,2.0 TDI quattro 150PS 7speed S-tronic 19'' & 18'' (40N) wheels,QD7,1968,Diesel,,,,,5.8,4.6,5.0,48.7,61.4,56.5,131,"£1,188",,"£1,188",6,67.0,106,,61,80,0.16,,,,,,,
AUDI,Q3,2.0 TDI quattro 150PS 7speed S tronic with 17'' wheels,QD7,1968,Diesel,,,,,6.0,4.5,5.0,47.1,62.8,56.5,131,"£1,188",,"£1,188",6,68.0,63,,54,67,0.00,,,,,,,
AUDI,Q3,2.0 TDI quattro 150PS 7speed S tronic with 18'' wheels,QD7,1968,Diesel,,,,,6.0,4.6,5.1,47.1,61.4,55.4,133,"£1,211",,"£1,211",6,68.0,63,,54,67,0.00,,,,,,,
AUDI,Q3,2.0 TDI quattro 150PS 7speed S tronic with 19'' wheels,QD7,1968,Diesel,,,,,6.3,4.8,5.3,44.8,58.9,53.3,140,"£1,259",,"£1,259",6,68.0,63,,54,67,0.00,,,,,,,
AUDI,Q3,2.0 TDI quattro 150PS with 18'' wheels,QM6,1968,Diesel,,,,,5.7,4.6,5.0,49.6,61.4,56.5,132,"£1,188",,"£1,188",6,73.0,171,,69,100,0.10,,,,,,,
AUDI,Q3,2.0 TDI quattro 150PS with 19'' wheels,QM6,1968,Diesel,,,,,6.0,4.8,5.2,47.1,58.9,54.3,138,"£1,236",,"£1,236",6,73.0,171,,69,100,0.10,,,,,,,
AUDI,Q3,2.0 TDI quattro 184PS 7speed S tronic with 17'' wheels,QD7,1968,Diesel,,,,,6.3,4.5,5.2,44.8,62.8,54.3,136,"£1,236",,"£1,236",6,68.0,60,,69,81,0.00,,,,,,,
AUDI,Q3,2.0 TDI quattro 184PS 7speed S tronic with 18'' wheels,QD7,1968,Diesel,,,,,6.4,4.7,5.3,44.1,60.1,53.3,139,"£1,259",,"£1,259",6,68.0,60,,69,81,0.00,,,,,,,
AUDI,Q3,2.0 TDI quattro 184PS 7speed S tronic with 19'' wheels,QD7,1968,Diesel,,,,,6.6,4.9,5.5,42.8,57.6,51.4,144,"£1,305",,"£1,305",6,68.0,60,,69,81,0.00,,,,,,,
AUDI,Q3,2.0 TDI quattro 184PS with 17'' wheels,QM6,1968,Diesel,,,,,6.4,4.6,5.3,44.1,61.4,53.3,138,"£1,259",,"£1,259",6,73.0,112,,56,76,0.00,,,,,,,
AUDI,Q3,2.0 TDI quattro 184PS with 18'' wheels,QM6,1968,Diesel,,,,,6.5,4.7,5.3,43.5,60.1,53.3,140,"£1,259",,"£1,259",6,73.0,112,,56,76,0.00,,,,,,,
AUDI,Q3,2.0 TDI quattro 184PS with 19'' wheels,QM6,1968,Diesel,,,,,6.7,4.9,5.6,42.2,57.6,50.4,146,"£1,331",,"£1,331",6,73.0,112,,56,76,0.00,,,,,,,
