Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,117,"£1,068",,"£1,068",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d with 18'' rear wheels,A7,2143,Diesel,,,,,5.6,4.2,4.8,50.4,67.3,58.9,122,"£1,139",,"£1,139",6,71.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.7,4.2,4.8,49.6,67.3,58.9,123,"£1,139",,"£1,139",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d with 19'' rear wheels,A7,2143,Diesel,,,,,5.8,4.3,4.9,48.7,65.7,57.7,125,"£1,163",,"£1,163",6,71.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d with 19'' rear wheels,A9,2143,Diesel,,,,,6.0,4.5,5.1,47.1,62.8,55.4,130,"£1,211",,"£1,211",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 200 d with 16'' rear wheels,A7,1598,Diesel,,,,,5.2,3.8,4.3,54.3,74.3,65.7,114,"£1,021",,"£1,021",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 200 d with 17'' rear wheels,M6,1598,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,111,"£1,045",,"£1,045",6,73.0,446,,68,110,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 200 d with 17'' rear wheels,A7,1598,Diesel,,,,,5.2,3.8,4.3,54.3,74.3,65.7,114,"£1,021",,"£1,021",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 200 d with 18'' rear wheels,M6,1598,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,117,"£1,093",,"£1,093",6,73.0,446,,68,110,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 200 d with 18'' rear wheels,A7,1598,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,121,"£1,093",,"£1,093",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 200 d with 19'' rear wheels,M6,1598,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,120,"£1,093",,"£1,093",6,73.0,446,,68,110,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 200 d with 19'' rear wheels,A7,1598,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,124,"£1,139",,"£1,139",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.5,4.3,4.7,51.4,65.7,60.1,124,"£1,116",,"£1,116",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 220 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.7,129,"£1,163",,"£1,163",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 220 d with 16'' rear wheels,A9,2143,Diesel,,,,,5.3,3.8,4.4,53.3,74.3,64.2,114,"£1,045",,"£1,045",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 220 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.3,3.8,4.4,53.3,74.3,64.2,114,"£1,045",,"£1,045",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 220 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.4,4.0,4.5,52.3,70.6,62.8,115,"£1,068",,"£1,068",6,75.0,239,,77,92,2.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 220 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.1,4.7,50.4,68.9,60.1,120,"£1,116",,"£1,116",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 220 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.4,4.1,4.5,52.3,68.9,62.8,118,"£1,068",,"£1,068",6,75.0,239,,77,92,2.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 220 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.9,4.4,5.0,47.9,64.2,56.5,127,"£1,188",,"£1,188",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 250 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.5,4.3,4.7,51.4,65.7,60.1,124,"£1,116",,"£1,116",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 250 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.7,129,"£1,163",,"£1,163",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018",C 250 d with 16'' rear wheels,A9,2143,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,117,"£1,068",,"£1,068",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018","C 250 d with 17"" rear wheels",A9,2143,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,117,"£1,068",,"£1,068",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018","C 250 d with 18"" rear wheels",A9,2143,Diesel,,,,,5.7,4.2,4.8,49.6,67.3,58.9,123,"£1,139",,"£1,139",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2018","C 250 d with 19"" rear wheels",A9,2143,Diesel,,,,,6.0,4.5,5.1,47.1,62.8,55.4,130,"£1,211",,"£1,211",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 200 d with 16'' rear wheels,A7,1598,Diesel,,,,,5.2,3.7,4.3,54.3,76.4,65.7,111,"£1,021",,"£1,021",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 200 d with 17'' rear wheels,A7,1598,Diesel,,,,,5.2,3.7,4.3,54.3,76.4,65.7,111,"£1,021",,"£1,021",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 200 d with 18'' rear wheels,A7,1598,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,116,"£1,068",,"£1,068",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 200 d with 19'' rear wheels,A7,1598,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,119,"£1,093",,"£1,093",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,122,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 220 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.4,4.8,50.4,64.2,58.9,127,"£1,139",,"£1,139",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 220 d with 16'' rear wheels,A9,2143,Diesel,,,,,5.4,3.7,4.4,52.3,76.4,64.2,112,"£1,045",,"£1,045",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 220 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,3.7,4.4,52.3,76.4,64.2,112,"£1,045",,"£1,045",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 220 d with 18'' rear wheels,A7,2143,Diesel,,,,,5.6,4.0,4.5,50.4,70.6,62.8,117,"£1,068",,"£1,068",6,69.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 220 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,117,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 220 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.0,3.7,4.2,56.5,76.4,67.3,113,£997,,£997,6,73.0,278,,62,81,0.32,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 220 d with 19'' rear wheels,A7,2143,Diesel,,,,,5.6,4.1,4.6,50.4,68.9,61.4,121,"£1,093",,"£1,093",6,69.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 250 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,122,"£1,093",,"£1,093",6,71.0,190,,68,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 250 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.4,4.8,50.4,64.2,58.9,127,"£1,139",,"£1,139",6,71.0,190,,68,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 250 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,3.7,4.4,52.3,76.4,64.2,112,"£1,045",,"£1,045",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 250 d with 18'' rear wheels,A7,2143,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,117,"£1,068",,"£1,068",6,69.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,117,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 250 d with 19'' rear wheels,A7,2143,Diesel,,,,,5.6,4.1,4.6,50.4,68.9,61.4,121,"£1,093",,"£1,093",6,69.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2017",C 250 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.7,4.2,4.7,49.6,67.3,60.1,124,"£1,116",,"£1,116",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 200 d with 16'' rear wheels,A7,1598,Diesel,,,,,5.2,3.7,4.3,54.3,76.4,65.7,111,"£1,021",,"£1,021",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 200 d with 17'' rear wheels,A7,1598,Diesel,,,,,5.2,3.7,4.3,54.3,76.4,65.7,111,"£1,021",,"£1,021",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 200 d with 18'' rear wheels,A7,1598,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,116,"£1,068",,"£1,068",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 200 d with 19'' rear wheels,A7,1598,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,119,"£1,093",,"£1,093",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,122,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 220 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.4,4.8,50.4,64.2,58.9,127,"£1,139",,"£1,139",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 220 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,3.7,4.4,52.3,76.4,64.3,112,"£1,044",,"£1,044",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 220 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,117,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 220 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.0,3.7,4.2,56.5,76.4,67.3,113,£997,,£997,6,73.0,278,,62,81,0.32,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 250 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,122,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 250 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.4,4.8,50.4,64.2,58.9,127,"£1,139",,"£1,139",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 250 d with 16'' rear wheels,A9,2143,Diesel,,,,,5.4,3.7,4.4,52.3,76.4,64.2,112,"£1,045",,"£1,045",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 250 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,3.7,4.4,52.3,76.4,64.2,112,"£1,045",,"£1,045",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,117,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Saloon, Model Year 2018",C 250 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.7,4.2,4.7,49.6,67.3,60.1,124,"£1,116",,"£1,116",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"CLA Coupé, Model Year 2017",CLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.7,4.2,4.8,49.6,67.3,58.9,123,"£1,139",,"£1,139",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"CLA Coupé, Model Year 2018",CLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.7,4.2,4.8,49.6,67.3,58.9,123,"£1,139",,"£1,139",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"CLA Shooting Brake, Model Year 2017",CLA 200 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.4,3.6,4.3,52.3,78.5,65.7,111,"£1,021",,"£1,021",6,71.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"CLA Shooting Brake, Model Year 2017",CLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.9,4.2,4.8,47.9,67.3,58.9,126,"£1,139",,"£1,139",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"CLA Shooting Brake, Model Year 2018",CLA 200 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.4,3.6,4.3,52.3,78.5,65.7,111,"£1,021",,"£1,021",6,71.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"CLA Shooting Brake, Model Year 2018",CLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.9,4.2,4.8,47.9,67.3,58.9,126,"£1,139",,"£1,139",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"CLS Coupé, Model Year 2017",CLS 220 d with 19'' rear wheels,A7,2143,Diesel,,,,,5.9,4.3,4.9,47.9,65.7,57.7,129,"£1,163",,"£1,163",6,70.0,143,,43,58,1.05,,,,,,,
MERCEDES-BENZ,"E-Class Coupé, Model Year 2017",E 220 d with 19'' rear wheels,A9,1950,Diesel,,,,,5.1,4.2,4.6,55.4,67.3,61.4,119,"£1,093",,"£1,093",6,69.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Coupé, Model Year 2017",E 220 d with 20'' rear wheels,A9,1950,Diesel,,,,,5.1,4.2,4.6,55.4,67.3,61.4,119,"£1,093",,"£1,093",6,69.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",E 200 d with 18'' rear wheels,A9,1950,Diesel,,,,,4.6,4.1,4.3,61.4,68.9,65.7,112,"£1,021",,"£1,021",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",E 200 d with 19'' rear wheels,A9,1950,Diesel,,,,,4.9,4.4,4.6,57.7,64.2,61.4,120,"£1,093",,"£1,093",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",E 200 d with 20'' rear wheels,A9,1950,Diesel,,,,,4.9,4.4,4.6,57.7,64.2,61.4,120,"£1,093",,"£1,093",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",E 220 d 4MATIC with 17'' rear wheels,A9,1950,Diesel,,,,,5.3,4.5,4.9,53.3,62.8,57.7,126,"£1,163",,"£1,163",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",E 220 d 4MATIC with 18'' rear wheels,A9,1950,Diesel,,,,,5.4,4.7,5.0,52.3,60.1,56.5,129,"£1,188",,"£1,188",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",E 220 d with 18'' rear wheels,A9,1950,Diesel,,,,,4.6,4.1,4.3,61.4,68.9,65.7,112,"£1,021",,"£1,021",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",E 220 d with 19'' rear wheels,A9,1950,Diesel,,,,,4.9,4.4,4.6,57.7,64.2,61.4,120,"£1,093",,"£1,093",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2017",E 220 d with 20'' rear wheels,A9,1950,Diesel,,,,,4.9,4.4,4.6,57.7,64.2,61.4,120,"£1,093",,"£1,093",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",E 200 d with 19'' & 20'' rear wheels,A9,1950,Diesel,,,,,4.7,4.1,4.3,60.1,68.9,65.7,112,"£1,021",,"£1,021",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",E 220 d 4MATIC with 17'' rear wheels,A9,1950,Diesel,,,,,4.8,4.0,4.3,58.9,70.6,65.7,117,"£1,021",,"£1,021",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",E 220 d 4MATIC with 18'' rear wheels,A9,1950,Diesel,,,,,5.0,4.2,4.5,56.5,67.3,62.8,120,"£1,068",,"£1,068",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",E 220 d 4MATIC with 19'' rear wheels,A9,1950,Diesel,,,,,5.3,4.5,4.8,53.3,62.8,58.9,129,"£1,139",,"£1,139",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",E 220 d 4MATIC with 20'' rear wheels,A9,1950,Diesel,,,,,5.3,4.5,4.8,53.3,62.8,58.9,129,"£1,139",,"£1,139",6,72.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",E 220 d with 19'' rear wheels,A9,1950,Diesel,,,,,4.7,4.1,4.3,60.1,68.9,65.7,112,"£1,021",,"£1,021",6,69.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"E-Class Saloon, Model Year 2017",E 220 d with 20'' rear wheels,A9,1950,Diesel,,,,,4.7,4.1,4.3,60.1,68.9,65.7,112,"£1,021",,"£1,021",6,69.0,94,,56,67,0.42,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2017",GLA 200 d 4MATIC with 17'' rear wheels,A7,2143,Diesel,,,,,5.8,4.3,4.8,48.7,65.7,58.9,127,"£1,139",,"£1,139",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2017",GLA 200 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.9,4.4,5.0,47.9,64.2,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,82,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2017",GLA 200 d 4MATIC with 19'' rear wheels,A7,2143,Diesel,,,,,5.9,4.4,5.0,47.9,64.2,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2017",GLA 200 d with 19'' rear wheels,A7,2143,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,115,"£1,045",,"£1,045",6,72.0,297,,56,85,0.91,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2017",GLA 200 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.4,3.8,4.4,52.3,74.3,64.2,115,"£1,045",,"£1,045",6,71.0,362,,49,91,0.72,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2017",GLA 220 d 4MATIC with 17'' rear wheels,A7,2143,Diesel,,,,,5.8,4.3,4.8,48.7,65.7,58.9,127,"£1,139",,"£1,139",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2017",GLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.8,4.3,4.8,48.7,65.7,58.9,127,"£1,139",,"£1,139",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2017",GLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.9,4.4,5.0,47.9,64.2,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2017",GLA 220 d 4MATIC with 19'' rear wheels,A7,2143,Diesel,,,,,5.9,4.4,5.0,47.9,64.2,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2018",GLA 200 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.8,4.3,4.8,48.7,65.7,58.9,127,"£1,139",,"£1,139",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2018",GLA 200 d 4MATIC with 19'' rear wheels,A7,2143,Diesel,,,,,5.9,4.4,5.0,47.9,64.2,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2018",GLA 200 d with 19'' rear wheels,A7,2143,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,115,"£1,045",,"£1,045",6,72.0,297,,56,85,0.91,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2018",GLA 200 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.4,3.8,4.4,52.3,74.3,64.2,115,"£1,045",,"£1,045",6,71.0,362,,49,91,0.72,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2018",GLA 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.8,4.3,4.8,48.7,65.7,58.9,127,"£1,139",,"£1,139",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLA Class, Model Year 2018",GLA 220 d 4MATIC with 19'' rear wheels,A7,2143,Diesel,,,,,5.9,4.4,5.0,47.9,64.2,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"GLC SUV, Model Year 2017",GLC 220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.5,4.7,5.0,51.4,60.1,56.5,129,"£1,188",,"£1,188",6,74.0,219,,51,67,0.72,,,,,,,
MERCEDES-BENZ,"GLC SUV, Model Year 2017",GLC 220 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.5,4.7,5.0,51.4,60.1,56.5,129,"£1,188",,"£1,188",6,74.0,219,,51,67,0.72,,,,,,,
MERCEDES-BENZ,"GLC SUV, Model Year 2017",GLC 220 d 4MATIC with 19'' rear wheels,A9,2143,Diesel,,,,,5.5,4.7,5.0,51.4,60.1,56.5,129,"£1,188",,"£1,188",6,74.0,219,,51,67,0.72,,,,,,,
MERCEDES-BENZ,"GLC SUV, Model Year 2017",GLC 250 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.5,4.7,5.0,51.4,60.1,56.5,129,"£1,188",,"£1,188",6,74.0,219,,51,67,0.72,,,,,,,
MERCEDES-BENZ,"GLC SUV, Model Year 2017",GLC 250 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.5,4.7,5.0,51.4,60.1,56.5,129,"£1,188",,"£1,188",6,74.0,219,,51,67,0.72,,,,,,,
MERCEDES-BENZ,"GLC SUV, Model Year 2017",GLC 250 d 4MATIC with 19'' rear wheels,A9,2143,Diesel,,,,,5.5,4.7,5.0,51.4,60.1,56.5,129,"£1,188",,"£1,188",6,74.0,219,,51,67,0.72,,,,,,,
MERCEDES-BENZ,"SLC, Model Year 2017",SLC 250 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,114,"£1,045",,"£1,045",6,70.0,268,,55,73,0.09,,,,,,,
MERCEDES-BENZ,"SLC, Model Year 2017",SLC 250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,114,"£1,045",,"£1,045",6,70.0,268,,55,73,0.09,,,,,,,
MINI,"5-door Hatchback F55, From October 2014",MINI Cooper SD - 17'' & 18'' tyres,M6,1995,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,112,"£1,021",,"£1,021",6,72.0,388,,57,81,0.10,,,,,,,
MINI,"Clubman F54, From October 2015",MINI Cooper D - 17'' tyres,A8,1995,Diesel,,,,,4.8,4.0,4.3,58.9,70.6,65.7,113,"£1,021",,"£1,021",6,70.0,143,,32,39,0.00,,,,,,,
